Source,Target
口噤,跌打损伤
虚热烦渴,湿疹
痞块不消,咽喉肿痛
毒蛇咬伤,肺热咯血
眩晕,脘腹疼痛
目翳,腰痛
跌打损伤,肢体麻本
蛇虫咬伤,瘰疬结核
翻胃,胃
感冒,外感发热
菌痢,疮疡
月经不调,厥阴头痛
眼生翳障,眼
遗尿,风疹瘙痒
风湿痹痛,斑疹
暑热烦渴,疮疖肿毒
瘀血经闭,风湿痹痛
疔疮,月经过多
口吃,言语蹇涩不利
停痰积聚,衄血
舌体麻木感,木
菌痢,风火牙痛
吐血衄血,咯血
淋证,食积
痈肿疔毒,尿血
经水不止,水
气虚自汗,自
饮食积滞,疝气
经行腹痛,毒蛇咬伤
臁疮,风寒湿痹
喉痹,疝气疼痛
胸部疱疹,疱
骨折肿痛,牙痛
痢疾,肿毒疮疡
出血,蛇咬伤
左侧肢体麻木不适,麻
足部不适,足
月经鲜红,红
鼻生息肉,风湿痹痛
吐血,热毒斑疹
鼻衄,小便涩痛
腰部坠胀不适,不
不思饮食,遗精
阳萎,瘰疬
痈疽疔疮,荨麻疹
肌痛,肌
白带,痱子
鼻唇沟变浅,浅
水肿,有经过多
头胀头痛,风湿痹痛
气急,短气
肠痈,蛇咬伤
尿路感染,麻疹
跌打损伤,头疮
疮疡肿毒,荨麻疹
带下,热泻
癫痫,痈疮肿毒
胃痛,翳障
水肿,脘腹虚痛
肺痛,肺热咳嗽
虚劳,痈肿疮毒
咳嗽,神经性头痛
腰腿疼痛,疮疖
风寒感冒,风湿麻木
对称性多关节活动受限,关
视歧,双眼复视
产后身痛,痛
小儿口疮,目赤肿痛
烫伤,胸痛
贫血,肾虚腰痛
颈部淋巴结肿大,大
背部烧灼感,背
跌打损伤,不眠
痢疾,疳积发热
烫伤,白癜风
口舌糜烂,烂
疖肿,食物中毒
中风痰壅,痰
痰热,热
全身瘙痒,全
崩漏,津伤口渴
咽喉肿痛,咽
易忘,记忆力降低
胃痛,肝肿大
闭经,热淋
臀部胀,胀
一侧肢体麻木,肢
小便血淋,外伤出血
手足皲裂,皲
头风,蛇咬伤
泻痢腹痛,淋浊
腰紧,腰
便血,妇女白带
痢疾,伤酒口渴
骨折,消化不良
高热,跌打骨折
恶疮,偏头痛
小便淋沥涩痛,衄血
疮疡肿毒,风湿痹证
食物中毒,痈疮肿毒
崩漏,齿龈出血
跌打损伤,口糜
口麻木,口麻
尿血,扭伤
各种出血,感冒发热
皮肤瘙痒,疔疮疖肿
胃脘部痞闷不舒,舒
冻疮,小儿疳积
痈肿疔毒,痄腮
风疹,肠风下血
潮热盗汗,遗精
阳萎精冷,咽喉肿痛
烧伤,秃疮
不孕少乳,瘰疬
小便不利,胃脘寒痛
风湿关节痛,肺热咳嗽
风湿痹痛,痰多
盗汗,梅毒
痢疾,尿频尿多
痢疾,热毒痈肿
疝气痛,脱肛
呃逆,小便不利
乳痈,热毒疮疖
月经不调,脘腹胀痛
湿热黄疸,虚劳咳嗽
有经不调,痈疮肿毒
跌打损伤,肺燥干咳
胃脘痛,痛
暑热烦渴,衄血
湿疹,痈疖肿毒
哎吐泄泻,痔疮
风湿痹痛,麻疹
臁疮,漆疮
咽喉肿痛,寒疝作痛
月经不调,腹痛
久泻久痢,久
臀部活动不利,利
久疟,痈肿
水肿,痔疾
吐血,犬咬伤
小儿疳积发热,跌打损伤
风湿痹痛,湿疮流水
黄疽,风热感冒
疮疡疖肿,跌打瘀肿
脓疱疮,蛇咬伤
痢疾,风湿麻痛
上环后阴道异常出血,阴
痢疾,皮肤糜烂
霍乱,湿疹
食物中毒,小儿疳积
白带,疟疾
肠痈,破伤风
风热咳嗽,脚气
牙痛,骨哽
手足厥逆,逆
腰部酸胀,胀
眦烂多泪,咽喉肿痛
劳伤腰痛,小便不利
热毒疮疡,小儿疳积
头痛,脚气
虫蛇咬伤,小儿惊风
感冒发热,淋巴结核
小儿疳积,淋巴结核
经行呕吐,吐
崩漏,泄泻痢疾
疝气,心腹冷痛
破伤风,脘腹冷痛
赤白带下,疮毒
热结便秘,头痛
风湿痹痛,肝经风热
湿热淋浊,毒蛇咬伤
心烦失眠,淋浊
骶尾部流脓,尾
吐血,黄疸
恶疮,痔疮肿痛
酒毒,毒蛇咬伤
风寒感冒,偏头痛
吐血,热毒疮肿
带下,失眠多梦
烦躁胸闷,消化不良
瘰疬,胃脘寒痛
疟疾,肺虚咳喘
遗尿,脘腹胀痛
泄泻,肠道寄生虫
跌打损伤,痱子瘙痒
抱轮红赤,红
湿疹,秃疮
咽喉肿痛,痔核
尿血,气喘
中暑发热,目赤肿痛
失眠,蛇伤
跌打损伤,乳汁不足
消化不良,疮痈
吐血,手足拘挛
虚寒性吐血,瘰疬
腹水,风湿热痹
痢疾,四肢乏力
痢疾,口眼㖞斜
小儿惊风,牙龈肿痛
肺热喘咳,遗精
白睛溢血,溢
大便秘结,尿频
心悸,肾虚腰痛
烫伤,湿热泻痢
无名肿毒,虫积
月经不调,视物模糊
痈肿疮毒,外感风寒
头晕,痈疽肿毒
手关节肿胀,肿
湿疹,疮疡
喉痹乳蛾,风湿痹痛
肝肾不足,咽喉肿痛
吐血,食积胀满
全身关节对称性疼痛,全
烫伤,呕吐腹泻
热毒血痢,蛇虫咬伤
乳痈,腹痛泄泻
跌打损伤,缺乳
后血,血
月经不调,疮疖痈肿
尿频,尿
妇女痛经,痈肿
肝火目赤肿痛,痛经
半身不遂,刀伤出血
皮肤色白,白
疮疖肿毒,破伤风
泻痢,风火牙痛
小儿惊风,发热
带下,血瘀痛经
小儿头疮,小便不利
肌肉无力,力
疔疮,心腹冷痛
水肿,火眼赤痛
经闭,腹胀
痔疮出血,虚劳咳嗽
疮疡肿毒,膨胀
痢疾,神倦欲眠
骨蒸,风湿痹痛
闭经,腹水
颤抖,抖
骨折,风湿腰痛
心胸汗出,心汗
咳嗽,头晕头胀
夜盲,瘰疬
崩中漏下,跌打肿痛
痈肿疮疖,心悸
风湿痹痛,阴部湿疮
毒蛇咬伤,心腹冷痛
便秘,肠痈
烂弦风眼,脱肛
痢疾,大便下血
手抖,手
风疹,刀伤
阴囊湿疹,便血
舌体右偏,偏
月经不调,脾胃虚弱
水肿,褥疮
偏正头痛,小儿疳积
胃痛,呕吐腹泻
赤白带下,癫狂
龋齿牙痛,风湿痹痛
蛇虫咬伤,遗精
风湿痹痛,疖痈肿毒
呃气,气
筋骨酸痛,咳嗽
肢体麻木,小便淋痛
崩漏,胃脘冷痛
跌打损伤,下肢溃烂
阴道斑块脱落,落
脚气浮肿,乳痈
下肢色素沉着,下
咳嗽,烦渴
丹毒,脾胃虚弱
肠燥便秘,疔疮痈肿
产后腹痛,目赤肿痛
风热目赤,乳痈
痔疮出血,发热
泻痢,疮疡
牙关噤急,中风口噤
泄泻,血瘀痛经
腹部膨隆,腹胀大
水肿,虚喘
烧烫伤,头晕
便秘下血,跌打损伤
各种内出血,咽喉肿痛
喉痹,吐血
吐血,风湿筋骨疼痛
痢疾,肠道寄生虫
跌打损伤,风热目疾
心前区撑胀感,区
崩漏,刀枪伤
风寒湿痹,感冒发热
痈疮,黄疸
毒蛇咬伤,黄水疮
胸部活动不利,利
胃部异物,物
拳毛倒睫,睫
风湿痹痛,胃痛吐酸
咳嗽,跌打疼痛
阴疽,牙痛
疮疡肿毒,疮疖肿痛
武痴,发狂
齘齿,齘
吐血,胸满腹痛
痈肿疮毒,汤火烫伤
月经前期,期
肝火犯肺咳嗽,咽喉肿痛
咳嗽,痄肋
胃气痛,淋浊
痈疮疖肿,跌打肿痛
疝痛,疮毒
疝气,遗精
胸骨后嘈杂,胸
带下,梦遗滑精
咳嗽,水肿脚气
跌打损伤,皮肤疮痈
风湿痹痛,跹精滑精
鼻衄,子宫脱垂
言语不流利,言语欠流利
贫血,疮肿
脚气浮肿,胃痛
喜食异物,喜
肺热咳喘,咳嗽痰多
膀胱结石,痛经
胃脘痛,瘰疬
眩晕,肿毒
风寒湿痹,扭伤
阴虚发热,黄疸
疮疡痈肿,疟疾
吐血,冻疮流水
水肿,肝阳头痛
泌尿系感染,黄疸
毒蛇咬伤,出血
产难,难产
胎萎不长,长
左侧肢体活动不灵,活
痢疾,饮食停滞
失音,肺热咳嗽
消化不良,食积胀满
疮疖肿痛,痈疽肿毒
烫伤,疮疡痈肿
头痛,劳伤乏力
血痢,咳嗽痰多
疟疾,肝脾肿大
手关节疼痛,手
外伤出血,筋骨痿软
风湿痹痛,朋肿
跌打损伤,慝齿
冻疮,风湿疼痛
全身皮肤鳞屑,身
劳伤疼痛,遗精
白带,心腹冷痛
风湿痹痛,胸腹积水
惊痫痰迷,咽喉肿痛
风痛,痛
恶露不尽,黄疸
痿痹,痛经
痈疖疮毒,骨折
水肿,冻疮流水
痢疾,瘰疡
目赤肿痛,咳喘痰多
伤风咳嗽,外伤出血
腰酸耳鸣,跌打损伤
寒疝腹痛,脘腹冷痛
烫伤,赤痢
痢疾,疮疖溃疡
仆倒,仆
月经不调,泄泻久痢
高血压,水火烫伤
主治感冒发热,带下
产后腹痛,脚气
癫痫,淋证
肠痈,肺热咳喘
水肿,消化不良
睡行,行
下肢酸胀,下
疔疮痈肿,疮疡肿痛
气虚自汗,跌打损伤
噎膈反胃,咳血
会阴部疼痛,部
神经衰弱,久痢
尿血,角膜云翳
疔疮痈肿,痈疽肿毒
痿痹,牙痛
痰多咳嗽,嗽
躯干红斑,斑
肺热咳喘,百日咳
小便短涩,毒蛇咬伤
脘腹胀痛,腹
丹毒,热痢
肠鸣泄泻,湿疹
痈肿疮毒,疮肿
脾脏肿大,肺热咳嗽
痢疾,雀盲
烧烫伤,阳痿
骨折肿痛,小便不利
主治痢疾,咽喉肿痛
咳嗽吐血,咯血
产后小便频数与失禁,产
风疹,风寒湿痹
头痛,肿毒
进食梗阻感,梗
实热积滞,消化不良
疮疖肿毒,下肢溃疡
肠燥便秘,月经不调
跌打损伤,脾虚乏力
牙龈肿痛,偏头痛
泄泻,赤白浊
水痘,头痛
蛇虫咬伤,恶露不尽
跌打损伤,水肿疮毒
风湿痹证,目赤肿痛
热毒疮疡,小便不利
小便不利,久痢
慢惊风,慢
盗汗,虚劳咳嗽
面部色素沉着,色
痈疽疮疡,腰痛
口舌生疮,生
下肢溃烂,咽喉肿痛
膀胱结石,感冒发热
口鼻出血,血
皮肤瘙痒,疮疖肿毒
劳热骨蒸,目赤肿痛
主治湿热黄疸,咽喉肿痛
泄泻,外治疮疡
踝关节疼痛,踝
烫伤,痰热咳嗽
带状疱疹,疱
跌打损伤,肢体痛
便血,肺燥咳嗽
阴囊湿疹,胃痛
水肿,风湿痹痛
小几疳积,咽喉肿痛
骨折,下痢
口疮,痄腮
瘰疬,火眼
咽喉痛,经闭
疔疮肿毒,喉痛
胃气痛,目赤肿痛
小儿脐突,儿
咽痛,喉咙痛
风湿痹痛,腐肉不去
有经不调,失眠
骨折,小儿发热
痢疾,小儿发热咳嗽
食积腹痛,乳痈
头痛,头痛眩晕
风湿痹痛,脑疽
左下腹部疼痛,部
风寒湿痹,产后瘀血腹痛
月经不调,热淋涩痛
疫气,疫
小儿惊风,尿路感染
蜘蛛咬伤,咽喉肿痛
破伤风,淋浊
水肿,遗精滑泄
目赤障翳,痔疮
蛇伤,月经过多
腹痛,中暑
高血压,衄血
中风,痔疮
赤白痢疾,痛经
黄水疮,久痢
足活动不利,利
蛇虫咬伤,疝气疼痛
疮毒肿痛,无名肿毒
痞块,蛇咬伤
烫火伤,外感发热
风水浮肿,水
失眠健忘,衄血
泄泻,呕吐
跌打损伤,淋沥涩痛
便秘,疔疮肿毒
水肿,脘腹胀闷
叶血,痛经
风湿痹痛,口眼㖞斜
毒蛇咬伤,背痈
疝气,痔疮
泛红如妆,泛
脚气肿痛,外伤出血
身黄,身部黄染
疟疾,疳疾
痰中带血,蛇咬伤
痔漏,湿热痢疾
风热感冒,咳嗽气喘
疮疡疖肿,腰痛
汗臭,臭
崩漏带下,水肿胀满
跌打损伤,疙瘩
肢体麻痹,肢
积聚,毒蛇咬伤
半身不遂,腹痛
腹泻,蜈蚣咬伤
淋证,痈疖
胸痹,痈肿
湿疹,流感发热
产后腹痛,虚劳咳嗽
脱肛,气喘
跌打损伤,热疮肿毒
足充血,血
跌打损伤,血虚面黄
白带,疔肿
全身疣状物,物
跌打损伤,睾丸偏坠
高血压,跌打肿痛
风湿关节痛,惊痫
疔疮,痈疮
头风,跌打肿痛
不育,遗精
风湿痹痛,翳障
黄疸,肺结核咳嗽
反胃,丹毒
高血压,水肿胀满
脱肛,感冒头痛
囟解,囟
痢疾,冷痛
湿热泄泻,黄水疮
高热,咽喉肿痛
痢疾,化脓感染
痈肿恶疮,咽喉肿痛
风湿痹痛,泻下
白带,目赤障翳
泄泻,署湿泄泻
惊痫抽搐,感冒发热
疖肿,经闭
肺势咳嗽,牙痛
风湿痹痛,痔血
虫积腹痛,乳痈
闭经,痈肿
痔血,虫积腹痛
闭经,乳痛
湿痹,湿
胃脘部烧灼感,部
尿血,血淋
胃痛,寒疝疼痛
皮肤瘙痒,发热
跌打损伤,乳食停滞
痢疾,妇人血崩
肛周脓肿,肿
月经不调,尿闭
难产,痈肿
烧伤,咽喉疼痛
风湿痹痛,久不收口
月经不调,疮疡久溃不敛
胃部嘈杂,嘈
牙龈肿痛,咯血
头晕头胀,瘰疬
水肿,咽喉不利
头风头痛,感冒发热
水肿,久不收口
风湿腰腿痛,白带
食积,口疮
痔疮,喉痛
痈疽恶疮,腹痛
泄泻,痰壅气逆
痈肿疮毒,水肿胀满
劳伤,尿路感染
血瘀痛经,肺热咳嗽
痈疖,跌打伤痛
烫伤,肾虚腰痛
痢疾,痈疡
漆疮,湿疮
风寒感冒,麻风
风湿痹痛,疗疮痈肿
背冷,背
无名肿毒,荨麻疹
外伤出血,皮肤皲裂
心痛,心
瘰疬,肺虚澡咳
风热头痛,咯血
头晕头胀,外伤出血
白带,发斑
咽喉肿痛,腹胀
肛周流脓,周
泄泻,小便失禁
痢疾,发热口干
冻疮,惊悸
跌打伤肿,消化不良
赤白痢疾,湿疹
无名肿毒,咳嗽痰多
跌打损伤,红白痢疾
虫积腹痛,痈疮肿毒
腰脊酸疼,酸
失眠,月经过多
水肿,小儿热惊
跌打伤肿,湿疹
食欲不振,食积
目赤肿痛,痔疮肿痛
鼻衄,毒虫咬伤
风湿痹痛,癫狂痰壅
跌打损伤,痧气腹痛
泄泻,瘰疬
头风头痛,骨折
跌打伤肿,风湿疼痛
肝硬化,痔疮
跌打损伤,失眠
痢疾,惊痫高热
腰膝酸痛,疮疡
咽喉肿痛,血尿
无名肿毒,咽喉红肿
噫气,嗝气
肝热目赤,心悸
风火牙痛,疮痈肿毒
泄泻,胞衣不下
跌打损伤,箅衄
热毒疮疡,跌打损伤
偏正头痛,乳痈
湿热黄疸,音哑
头风,腹泻
吐血,肺虚久咳
水肿,酒毒
肠风下血,耳聋
产后腹痛,高血压
风湿关节痛,风湿腰痛
全身疼痛,疼
胃痛,腰膝酸痛
慢性肾火,咽喉肿痛
疮痈肿毒,脘腹冷痛
疔疮,遗尿
跌打肿痛,热淋涩痛
后背胀满,后
痛风,咽喉肿痛
鼻有臭味,臭
上腹痛,腹
秃疮,肺热咳嗽
食积不化,脘腹胀痛
腰膝酸软,痈疽肿毒
热毒泻痢,痄腮
牙痛,疔疮疖肿
眩晕,疝气疼痛
肩背痈肿,肿
筋骨疼痛,创伤出血
热毒疮疡,湿热痢疾
跌打损伤,耳痈
脐风,跌打损伤
跌打瘀肿,赤白痢疾
疔疮肿毒,瘰疬
小便涩痛,小便不利
女子崩漏,咽喉肿痛
疝气,麻疹
腕关节肿胀,肿
青盲内障,咽喉肿痛
疖肿,目赤
经行先期,先
胸骨后嘈杂不适,不
便溏,溏
上热下寒,咽喉肿痛
烧烫伤,四肢麻木
水肿胀满,虚劳咳嗽
胃痛,雀目
风疹,痔血
湿热黄疸,外感风寒
白带过多,脚气
手肿,肿
关节痛,关节疼痛
烫伤,肠风泻血
身热斑疹,咽喉肿痛
少神,神
寒痰哮喘,遗精
天泡疮,咽喉肿痛
痢疾,阴下湿痒
口舌糜烂,痔疮
咽喉肿痛,昏暗羞明
崩漏,目赤云翳
疮痈肿毒,肺燥咳嗽
腹泻,肺燥咳嗽
目赤黄疸,跌打损伤
湿疹,痛经
惊悸,风湿疼痛
眼窝凹陷,眼
头痛,恶露不尽
便血,咳嗽胸痛
月经不规律,经
惊恐,恐
心前区不适感,胸前区不适
荨麻疹,疮肿
跌打损伤,痈疽溃疡
胃脘疼痛不适,胃脘部疼痛不适
月经不调,腹泻
痈肿疮疡,咳嗽痰多
睾丸偏坠,黄疸
淋证,疔疮疖肿
水肿,齿舌出血
吞咽堵塞感,吞咽梗阻感
筋骨疼痛,肾虚腰痛
胸腹满闷,痛经
暴心气痛,跌打损伤
脘腹痞满,肺热咳嗽
疮疡溃烂,热淋
关节疼痛,消渴
痈肿疔毒,腰痛
跌打损伤,胸胁脘腹疼痛
毒蛇咬伤,脘腹胀闷
打饱嗝,打
脾胃虚弱,脾
惊痫,疮毒
口舌生疮,白带过多
劳伤咳嗽,黄疸
骨折,小便赤涩
金疮,淋浊
牙痛,关节不利
眼皮振跳,振
肛门坠胀,胀
妊娠心腹胀满,心
周身关节酸痛,痛
风湿痹痛,气虚浮肿
头痛,尿频
毒蛇咬伤,损伤出血
消化不良,牙疳
行走迟缓,迟
白喉,疮疡
蛇咬伤,痄腮
上肢不适,不
跌打瘀肿,关节疼痛
毒蛇咬伤,视物不清
黄水疮,乳蛾
吐血,水肿尿少
感冒发热,湿热痢疾
目翳,创伤出血
感冒发热,风热头痛
牙痛,疮痈肿痛
瘰疬,毒蛇蛟伤
肿毒,痛经
水肿,暑湿泄泻
腋窝肿物,窝
肠燥便秘,高血压
泄泻,肿毒
左侧肢体抖动,体
上腹部胀满,上腹胀满
肺热咳喘,胎动不安
心绞痛,外伤出血
小儿惊风,腹胀
脚气水肿,黄疸
痢疾,金疮出血
咽喉红肿,肺热咳嗽
月经不调,湿热腹泻
虚弱头晕,瘰疬
月经不调,虚劳咯血
丹毒,脚气肿痛
咽痛,肺燥咳嗽
骨折,紫癜
肠痈,乳蛾
胁痛,痛
风火牙痛,食积
风湿跌打,跌打损伤
下肢色素沉着,肢
痢疾,脾脏肿大
痢疾,筋骨酸软
头昏眩晕,咽喉肿痛
口舌生疮,关节肿痛
胃部空虚,胃脘部空虚感
呕吐,疮疡
跌打损伤,妇人白带
水肿,乳房结块
跌打肿痛,遗尿
痢疾,口鼻生疮
痢疾,毒虫咬伤
胸部烧灼感,感
头摇,摇
风湿痹痛,肚腹冷痛
带下,心腹冷痛
失眠,咳喘
骨折,小儿疳积
风湿痹痛,气滞脘胀
皮肤瘙痒,赤白带下
痢疾,跌打伤肿
角膜云翳,外伤出血
感冒,风热头痛
痢疾,痛疮
暴赤火眼,黄疸
湿热黄疸,劳伤腰痛
胃脘痛,狂犬咬伤
毒蛇咬伤,疳疮
大便秘结,烫火伤
痢疾,默黑
乳痈,腰膝冷痛
惊风,脱肛
小便不利,荨麻疹
疮疖痈肿,痔血
白浊,便血
斑疹,痄腮
风热感冒,肺热咳嗽
痹痛,咳嗽
痢疾,肾虚喘咳
崩中,痛经
头痛,鸡眼
痢疾,痔痿
小腹疼痛,咽喉肿痛
残灯复明,明
风湿性关节痛,疟疾
口眼歪斜,痈肿疮毒
跌打损伤,痧胀吐泻
齿舌出血,外伤出血
鼻不通气,鼻堵
一侧肢体活动不利,不
瘀血经闭,跌打肿痛
颈部疼痛,痛
胁肋胀痛,痛经
外伤感染,小儿疳积
喉痹,肾虚腰痛
便秘,疝气
半身汗出,半身偏沮
疮疡肿痛,跌打骨折
疮疖肿毒,风火牙痛
血痢,闭经
泄泻,咳嗽胸痛
疟疾,溃疡不敛
关节痹痛,咽喉肿痛
目生翳障,障
骨折,疔毒
遗精,疮痈
腹部肿块,腹
蛇虫咬伤,脘腹痛
周身浮肿,周
骨鲠,衄血
吐血,肢节酸痛重着
跌打损伤,龋齿痛
血痢,衄血
腹泻,疝气
胸脘满闷,闷
疮疡疖肿,痈疮肿毒
跌打损伤,扭伤骨折
崩中,咽喉肿痛
口周麻木,口
手足麻痹,麻
肛门流脓,脓
小便不利,须发早白
脚气,疮疡
目赤,肾虚腰痛
杨梅疮,杨
筋骨酸痛,疟疾
心前区憋闷不适,前
痢疾,脾虚泄泻
咳嗽气喘,浮肿
崩漏,四肢浮肿
前阴灼热,灼
脘腹胀痛,湿疹瘙痒
吐血,肝阳上扰
斑疹,斑
腹泻,汤火伤
痢疾,腹痛
带下,伤风感冒
跌打损伤,血滞经闭痛经
风湿痹痛,干咳
身面浮肿,浮
痰嗽,吐血
蛇虫咬伤,跌打瘀痛
阳痿,梅毒
难产,百日咳
胃痛,心烦口渴
跌打损伤,毒峰螫伤
四肢麻木,月经过多
赤白带下,疮疡肿痛
口舌粘腻,口
漏下,下
闭经,久痢
血瘀经闭,目赤
高血压,吐血
息胞,息
暮食朝吐,吐
疮毒,感冒咳嗽
大汗淋漓,大
衄血,肺热咳嗽
痢疾,痈疽疖肿
胃脘胀,胃
颜面抽搐,面
痢疾,痈疮脓肿
跌打损伤,翳膜内障
尿血,筋骨痿软
背闷,闷
骨折,尿路结石
湿疹,外伤出血
丹毒,跌打骨折
瘰疬,中风口歪
舌痒,痒
眼窝凹陷,凹
痈肿疮疖,食积腹胀
月经不调,腹胀痞满
右胁下包块,右
无名肿毒,疮肿
尿浊,外伤出血
暑热烦渴,喉痹
痛经,小儿瘰疬
全身瘙痒,瘙
肺痈,口渴
后颈部搏动感,感
毒蛇咬伤,小便涩少
风寒湿痹,自汗
烫伤,脾虚泄泻
热结便秘,鼻衄
眼疮,疮
淋证,肺结核咯血
脘腹疼痛,腹部疼痛
跌打损伤,虚赢
跌打损伤,劳倦内伤
毒蛇咬伤,结胸
经期缩短,缩
跌打瘀肿,虫蛇咬伤
热毒痈肿,黄疸
痔漏,跌打伤痛
矢气,放屁
咽喉不利,瘰疬
崩漏,迎风流泪
痈肿疮毒,虫积
跌打损伤,石湿热黄疸
疮痈肿毒,经闭
耳鸣,小便不利
痢疾,肢体瘫痪
喘咳,百日咳
风寒感冒,呕吐泄泻
矢气不通,通
尿路感染,上呼吸道感染
肢体沉重,沉
睾丸胀,胀
疮疡,蛇犬咬伤
阳痿遗精,牙痛
头痛,肾虚遗精
健忘,痈疮肿毒
瘫痪,腰肌劳损
水肿,中暑发热
跌打伤肿,百日咳
失血,咽喉肿痛
惊悸,健忘
烫伤,血崩
痢疾,血小板减少性紫癜
十二指肠溃疡,外伤出血
蛇虫咬伤,消渴
风湿痹痛,干咳痰少
风湿痹痛,耳鸣
无排气,矢气不通
跌打损伤,慢性咳喘
口腔溃烂,咽喉肿痛
衄血,脱肛
月经不调,湿热痢疾
卵缩,外肾缩入
风寒感冒,自汗
痈疽,心腹疼痛
食积气滞,便血
湿热黄疸,痱子
缠腰火丹,疮疖
蛇虫咬伤,痈疽疮疖
痢疾,癥积痞胀
崩漏,湿热腹泻
虫蛇咬伤,湿疹
湿疹溃疡,风湿痹痛
血瘀经闭,阳痿
眼痛,痛
毒蛇咬伤,产褥热
胸闷腹胀,跌打损伤
肺热咳嗽,痛经
咯血,肺结核
肾虚阳痿,淋浊
热结便秘,腹泻
疮疡肿毒,肝热目赤
朝食暮吐,食
烧伤,哮喘
风湿痹痛,胸膈胀闷
毒蛇咬伤,痔疮
臁疮,湿热泻痢
暮食朝吐,暮
目翳,肺痈
带下,阴疽肿毒
神经衰弱,乳痈
疮疖肿毒,痈疮肿毒
发斑发疹,水肿
淋证,脱肛
咳血,百日咳
肠鸣泄泻,毒蛇咬伤
湿热黄疸,小便不利
损伤瘀肿,咽喉肿痛
瘀血肿痛,疮肿
内伤吐血,乳痈
阴虚内热,虚
便血,肌肤麻木
头晕目眩,腹痛
腹水,跌打肿痛
痢疾,心痛
胆道感染,外伤出血
跌打损伤,肾虚头昏耳鸣
小便有泡沫,小
肺脓疡,黄疸
心悸,久泻久痢
腹痛拒按,腹
痈疮肿毒,水肿胀满
口糜,瘰疬
肺虚咳嗽,尿血
脚气肿痛,水火烫伤
风湿痹痛,蛇虫蜂螯毒
冻疮,皮肤瘙痒
骨折,偏瘫
肢体麻木,咳嗽
虫蛇咬伤,水肿
食少吐泻,便血
热淋,衄血
毒蛇咬伤,肝郁胁痛
烫伤,痢疾
骨折,扭挫伤
小便不利,咳喘痰多
头眩,眩
吐血,心胃气痛
风疹瘙痒,痄腮
跌打损伤,闪腰岔气
跌打损伤,妊娠呕吐
湿温初起的发热身困,咽喉肿痛
肺虚咳嗽,消渴
发热,疟疾
头痛,咳嗽痰多
痧气,风湿痹痛
咳嗽,肺虚久咳
寒热头痛,痛
咳血,痄腮
湿疹,阴虚发热
人工流产术后阴道异常出血,后
热毒痈肿,疮疖肿毒
气虚自汗,汗
黄疸,疮疡痈疽
肺热咳血,感冒发热
吐血,久泻不止
湿疹,汗斑
风湿痹痛,食滞
痈疽,阳痿
会阴部坠胀不适,阴
痒腮,湿疹
跌打损伤,小儿疳痢
泻痢,遗精
跌打损伤,癫狂痰涎涌盛
久咳,失眠
风疹,劳伤腰痛
风湿痹痛,品舌出疮
盗汗,牙龈肿痛
风湿痹痛,阴虚烦热
筋伤骨折,外伤出血
囟门凸起,囟门高突
全身烧灼感,全
毒蛇咬伤,胸闷
跌打损伤,缩阴冷痛
乳蛾,衄血
痢疾,劳伤筋骨
赤白痢疾,创伤出血
疔疮痈肿,食积
疮毒,小便不利
痈疽,衄血
虎火牙痛,跌打损伤
听候扑任痛,跌打损伤
秃疮,热淋
头晕目眩,白带过多
跌打损伤,疔疖痈肿
风湿关节疼痛,黄疸
胃脘疼痛,痈肿疮毒
肢体痛,体
毒蛇咬伤,产后瘀阻心腹痛
脘腹痛,黄疸
疔疮痈肿,带状疱疹
面肿,肿
痢疾,瘀滞腹痛
全身瘀斑,瘀
咽疼,疼
胸胁满闷,外伤出血
产后腹痛,咳血
便血,消谷善饥
尿液浓茶样改变,改
跌打损伤,蛇虫蜂螯毒
口眼歪斜,口
骨折,便秘
语言謇涩,语言含混不清
舌麻痹,舌
跌打瘀痛,食欲不振
阴部湿痒,毒蛇咬伤
小便不利,肺结核
疮疡溃烂,疟疾
带下,毒虫螫伤
跌打损伤,血崩
痔血,尿路感染
咯血,外感咳嗽
毒蛇咬伤,肌肤麻木
狐臭,阳痿
痔疮,虫积
心腹痛,咽喉肿痛
烫伤,小儿高热惊风
全身丘疹,丘
二便不通,衄血
痢疾,湿热淋症
产后瘀阻心腹痛,痛经
妊娠尿痛,尿
恶疮,痛经
有经不调,消渴
肺痈,风湿疼痛
风湿痹痛,扭伤
虚肿,肿
气上冲心,气上冲胸
鼻衄,湿热泻痢
大便不通,湿疹
水肿,伤食泄泻
产后发热,产
湿热泄泻,乳蛾
肾虚腰痛,虚劳咳嗽
便血,痈疮疖肿
风寒咳嗽,痈肿疮毒
下肢疼痛,疼
翳障,外伤出血
白带,痔疮肿痛
便血,手足皲裂
股部肿物,肿
痢疾,预防中暑
牙痛,淋巴结结核
下肢皮肤瘙痒,下
烧伤,无名肿毒
闭经,浮肿
风热咳嗽,癫痫
外伤出血,呕恶
食积,脘腹胀痛
肢节酸痛重着,痛经
吐血,胸腹胀满
咳嗽,失眠
热狂,狂
半身不遂,痈疮肿毒
烧烫伤,痔疮
产后乳少,少
左侧肢体不利,体
停止排便,无排便
烧烫伤,喘咳
风湿痹证,乳痈
腰膝酸痛,久痢
停经,停
昏冒,昏
四肢麻木,血崩
风湿痹痛,龋齿
骨折,血瘀崩漏
丹毒,黄疽
尿路感染,蛇伤
经色紫黯,经来紫黑色
跌打伤肿,中暑
